pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,abs_vmag,sy_jmag,abs_jmag,sy_kmag,abs_kmag,sy_tmag,abs_tmag,sy_kepmag,abs_kepmag,sy_gaiamag,abs_gaiamag,st_parallax_mas,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,bj_dist_pc,bj_dist_pc_lo,bj_dist_pc_hi,gaia_ruwe,ruwe_quality,gaia_aen,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
HD 1397 b,HD 1397,4707634458245031552,4707634458245031552,394137592,HD 1397,4.4471631,-66.3589285,7.79,3.27518633180545,6.442,1.92718633180545,5.988,1.47318633180545,7.1062,2.59138633180545,,,7.59336,3.07854633180545,12.493433882602500,5521.0,3.823,0.29,1.324,2.336,G5 III/IV,0.65992,4.51,0.5,-0.5,,79.9765625,79.89833068847660,80.09984588623050,0.9779523015022280,LO,0.12241014838218700,11.53533,11.500434,8.6016,Transiting Exoplanet Survey Satellite (TESS),2018,TESS
TOI-6016 b,TOI-6016,428360006379022592,428360006379022592,327369524,,4.5239602,59.7661983,11.886,4.10923305446186,10.629,2.85223305446186,10.224,2.44723305446186,11.3864,3.60963305446186,,,11.9184,4.14163305446186,2.7491621492779800,6110.0,4.19,0.28,1.31,1.51,F,0.4609,0.3,0.1,-0.1,9.1,359.214111328125,357.7357482910160,360.7060546875,0.9167322516441350,LO,0.060603465884923900,4.023687,13.67495645,5.7,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-26 b,WASP-26,2416782701664155008,2416782701664155008,32487566,,4.6030424,-15.2674044,11.297,4.30408965439795,10.021,3.02808965439795,9.69,2.69708965439795,10.5853,3.59238965439795,,,10.9935,4.00058965439795,3.9574082355761,6034.0,4.44,0.16,0.86,1.22,G0,0.28725,6.0,2.0,-2.0,,250.369873046875,248.62062072753900,251.8466796875,0.9592359662055970,LO,0.11194682866334900,2.7566,13.56289,2.3808565,SuperWASP,2010,WASP
TOI-260 b,TOI-260,2428162410789155328,2428162410789155328,37749396,,4.7730178,-9.9661505,9.9,8.37333082851749,7.376,5.84933082851749,6.549,5.02233082851749,8.4991,6.97243082851749,,,9.3124,7.78573082851749,49.4757490031547,4026.0,4.45,-0.47,0.616,0.607,K8 V,-1.05899,15.9,2.8,-5.5,31.0,20.19918441772460,20.192873001098600,20.206405639648400,0.9078342318534850,LO,0.0553448311984539,13.475853,1.71,2.37,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
Qatar-4 b,Qatar-4,385697172809355392,385697172809355392,440113053,,4.859275,44.0275965,13.574,6.02492992616112,12.03,4.48092992616112,11.519,3.96992992616112,12.8416,5.29252992616112,,,13.4114,5.86232992616112,3.056659633286200,5215.0,4.533,0.103,0.896,0.849,K1 V,-0.31785,0.17,0.01,-0.01,6.05,323.4551086425780,322.0535888671880,325.1047058105470,1.0189191102981600,LO,0.0,1.8053564,12.722215,2.1384,Qatar,2017,Other
WASP-20 b,WASP-20,2359978293137038720,2359978293136820864,211438925,,5.1605621,-23.9357894,10.675,3.02820803254272,9.701,2.05420803254272,9.39,1.74320803254272,10.248,2.60120803254272,,,10.6503,3.00350803254272,3.469879952076120,5940.0,4.231,-0.008,1.2,1.242,F9,0.239,7.0,2.0,-1.0,,338.34393310546900,275.6102294921880,420.8338317871090,33.5291862487793,HI,4.621596813201900,4.89964477,15.46839337,3.07,SuperWASP,2015,WASP
WASP-1 b,WASP-1,2862548428079638912,2862548428079638912,57984377,,5.1669536,31.9899732,11.308,3.42898765386885,10.586,2.70698765386885,10.276,2.39698765386885,11.1355,3.25648765386885,,,11.5349,3.65588765386885,2.610845275642820,6110.0,4.207,0.17,1.24,1.47,F7 V,0.44091,3.4,1.2,-0.6,,376.5325012207030,373.29425048828100,379.6436462402340,1.073208212852480,LO,0.1280841827392580,2.5199454,16.623,3.7121363,SuperWASP,2007,WASP
WASP-45 b,WASP-45,2308834780352875904,2308834780352875904,120610833,,5.2377567,-35.998465,11.801,5.15260701169561,10.753,4.10460701169561,10.294,3.64560701169561,11.5005,4.85210701169561,,,12.0487,5.40030701169561,4.651975578252480,5150.0,4.503,-0.03,0.85,0.855,K2 V,-0.33555,12.7,1.0,-5.3,,213.63804626464800,212.4178009033200,214.54234313964800,1.6778137683868400,HI,0.15862487256526900,3.126089,10.603714,1.6824,SuperWASP,2011,WASP
HATS-30 b,HATS-30,4906145613282734208,4906145613282734208,281459670,,5.618525,-59.9425892,12.283,4.62300906398964,11.129,3.46900906398964,10.793,3.13300906398964,11.6714,4.01140906398964,,,12.0815,4.42150906398964,2.9122785617896500,5943.0,4.425,0.06,1.093,1.061,G,0.09691,2.3,1.2,-1.2,,340.4067687988280,338.9629821777340,341.61370849609400,0.9351435303688050,LO,0.05521679297089580,3.1743516,13.170575,2.7504,HATSouth,2016,HAT
TOI-5322 b,TOI-5322,2780169409154216448,2780169409154216448,336691874,,6.5293373,14.3364283,12.733,4.35921707847977,11.301,2.92721707847977,10.9,2.52621707847977,12.0075,3.63371707847977,,,12.4839,4.11011707847977,2.0913431120805200,5692.0,4.11,-0.048,0.998,1.462,,0.3075,9.7,2.0,-1.8,,472.8861389160160,469.4386291503910,475.9628601074220,1.0488471984863300,LO,0.07936178892850880,5.4233207,16.6117094,5.111,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
HATS-49 b,HATS-49,4919770108539385472,4919770108539385472,281541545,,6.6135927,-56.3442798,14.988,7.45565837321504,12.692,5.15965837321504,11.938,4.40565837321504,13.7813,6.24895837321504,,,14.5449,7.01255837321504,3.0781162729862500,4405.0,4.6036,0.208,0.7133,0.6977,,-0.78489,10.5,1.4,-2.0,,320.9728698730470,319.39581298828100,323.0550537109380,1.0355234146118200,LO,0.0,4.1480467,8.574885,2.346,HATSouth,2020,HAT
HATS-46 b,HATS-46,4919771654727611008,4919771654727611008,281541555,,6.7026401,-56.3161021,13.783,5.53145334106426,12.366,4.11445334106426,11.965,3.71345334106426,13.0417,4.79015334106426,,,13.527,5.27545334106426,2.203254882678660,5495.0,4.542,-0.06,0.917,0.853,,-0.22988,3.0,3.4,-2.1,,447.0018615722660,444.6651916503910,449.34722900390600,0.9989458322525020,LO,0.0,4.7423729,10.121727,2.4336,HATSouth,2018,HAT
Qatar-5 b,Qatar-5,382111248777193216,382111248777193216,190998418,,7.0539375,42.0613451,12.614,4.77288427876253,11.348,3.50688427876253,10.956,3.11488427876253,12.0401,4.19898427876253,,,12.5241,4.68298427876253,2.6863013751467800,5747.0,4.427,0.377,1.128,1.076,G2 V,0.05614,0.53,0.004,-0.004,12.1,370.01824951171900,368.2453308105470,371.5314025878910,0.9414342641830440,LO,0.03271859139204030,2.8792319,12.408363,2.9088,Qatar,2017,Other
TOI-178 f,TOI-178,2318295979126499200,2318295979126499200,251848941,,7.3020115,-30.4541159,11.955,7.96529044833651,9.372,5.38229044833651,8.656,4.66629044833651,10.42,6.43029044833651,,,11.1523,7.16259044833651,15.900030865895800,4316.0,4.45,-0.23,0.647,0.662,K,-0.86646,6.0,6.8,-5.0,,62.79743576049810,62.700016021728500,62.891082763671900,1.5493439435958900,HI,0.19357912242412600,15.23335,2.417,2.348,Multiple Observatories,2021,Other
TOI-178 c,TOI-178,2318295979126499200,2318295979126499200,251848941,,7.3020115,-30.4541159,11.955,7.96529044833651,9.372,5.38229044833651,8.656,4.66629044833651,10.42,6.43029044833651,,,11.1523,7.16259044833651,15.900030865895800,4316.0,4.45,-0.23,0.647,0.662,K,-0.86646,6.0,6.8,-5.0,,62.79743576049810,62.700016021728500,62.891082763671900,1.5493439435958900,HI,0.19357912242412600,3.238486,1.754,1.95,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-178 b,TOI-178,2318295979126499200,2318295979126499200,251848941,,7.3020115,-30.4541159,11.955,7.96529044833651,9.372,5.38229044833651,8.656,4.66629044833651,10.42,6.43029044833651,,,11.1523,7.16259044833651,15.900030865895800,4316.0,4.45,-0.23,0.647,0.662,K,-0.86646,6.0,6.8,-5.0,,62.79743576049810,62.700016021728500,62.891082763671900,1.5493439435958900,HI,0.19357912242412600,1.9145601,1.2,1.692,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-178 g,TOI-178,2318295979126499200,2318295979126499200,251848941,,7.3020115,-30.4541159,11.955,7.96529044833651,9.372,5.38229044833651,8.656,4.66629044833651,10.42,6.43029044833651,,,11.1523,7.16259044833651,15.900030865895800,4316.0,4.45,-0.23,0.647,0.662,K,-0.86646,6.0,6.8,-5.0,,62.79743576049810,62.700016021728500,62.891082763671900,1.5493439435958900,HI,0.19357912242412600,20.71663,2.939,2.167,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-178 e,TOI-178,2318295979126499200,2318295979126499200,251848941,,7.3020115,-30.4541159,11.955,7.96529044833651,9.372,5.38229044833651,8.656,4.66629044833651,10.42,6.43029044833651,,,11.1523,7.16259044833651,15.900030865895800,4316.0,4.45,-0.23,0.647,0.662,K,-0.86646,6.0,6.8,-5.0,,62.79743576049810,62.700016021728500,62.891082763671900,1.5493439435958900,HI,0.19357912242412600,9.96318,2.301,2.501,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-178 d,TOI-178,2318295979126499200,2318295979126499200,251848941,,7.3020115,-30.4541159,11.955,7.96529044833651,9.372,5.38229044833651,8.656,4.66629044833651,10.42,6.43029044833651,,,11.1523,7.16259044833651,15.900030865895800,4316.0,4.45,-0.23,0.647,0.662,K,-0.86646,6.0,6.8,-5.0,,62.79743576049810,62.700016021728500,62.891082763671900,1.5493439435958900,HI,0.19357912242412600,6.557569,2.695,2.346,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
HD 2685 b,HD 2685,4684205720883329920,4684205720883329920,267263253,HD 2685,7.3289156,-76.304032,9.595,3.12304245818811,8.825,2.35304245818811,8.595,2.12304245818811,9.2205,2.74854245818811,,,9.52025,3.04829245818811,5.066691077594200,6801.0,4.21,0.02,1.43,1.56,,0.66839,1.31,0.34,-0.47,,196.9661102294920,196.5177764892580,197.40118408203100,0.8890892863273620,LO,0.07245499640703200,4.12688,16.14096,4.405,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
WASP-190 b,WASP-190,4994237247949280000,4994237247949280000,116156517,,7.7095292,-40.5734613,11.645,2.96901323147108,10.859,2.18301323147108,10.65,1.97401323147108,11.3151,2.63911323147108,,,11.6333,2.95731323147108,1.7910105428897000,6400.0,4.17,-0.02,1.35,1.6,F6 IV-V,0.69146,,,,,543.4972534179690,536.156005859375,552.20947265625,1.1956679821014400,LO,0.16202646493911700,5.367753,12.89035,4.464,WASP-South,2019,WASP
TOI-6029 b,TOI-6029,430269136520563200,430269136520563200,419523962,,8.3862555,61.8607659,12.858,3.98861733275468,10.788,1.91861733275468,10.369,1.49961733275468,11.6593,2.78991733275468,,,12.2681,3.39871733275468,1.6720708080257500,6223.0,3.886,0.37,1.548,2.338,,0.79934,2.31,0.58,-0.19,,594.1232299804690,590.6026000976560,598.7440795898440,0.8544329404830930,LO,0.008921205997467040,5.7987,14.39233122,5.684,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HD 3167 b,HD 3167,2554032474712538880,2554032474712538880,318707987,HD 3167,8.7401487,4.3807215,8.97,5.59862443179321,7.548,4.17662443179321,7.066,3.69462443179321,8.2491,4.87772443179321,8.945,5.57362443179321,8.76221,5.39083443179321,21.136283615337200,5261.0,4.53,0.04,0.837,0.88,K0 V,-0.27003,7.8,4.3,-4.3,23.52,47.2362174987793,47.20339584350590,47.27508544921880,0.8114882111549380,LO,0.055735744535923000,0.959641,1.67,1.609,K2,2016,K2
HD 3167 c,HD 3167,2554032474712538880,2554032474712538880,318707987,HD 3167,8.7401487,4.3807215,8.97,5.59862443179321,7.548,4.17662443179321,7.066,3.69462443179321,8.2491,4.87772443179321,8.945,5.57362443179321,8.76221,5.39083443179321,21.136283615337200,5261.0,4.53,0.04,0.837,0.88,K0 V,-0.27003,7.8,4.3,-4.3,23.52,47.2362174987793,47.20339584350590,47.27508544921880,0.8114882111549380,LO,0.055735744535923000,29.8454,3.0,4.869,K2,2016,K2
TOI-2406 b,TOI-2406,2528453161326406016,2528453161326406016,212957629,,8.8060544,-3.3720833,,,12.633,8.91573014221849,11.894,8.17673014221849,14.3109,10.5936301422185,,,15.6955,11.9782301422185,17.984697024301000,3100.0,5.041,-0.26,0.166,0.204,M4 V,-2.46218,,,,,55.39288330078130,55.274723052978500,55.53091049194340,1.0589795112609900,LO,0.11753080785274500,3.0766891,2.86,1.2491751,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
WASP-93 b,WASP-93,415703635408772480,415703635408772480,240681314,,9.4587443,51.288778,10.966,3.13853646437508,10.233,2.40553646437508,9.942,2.11453646437508,10.6496,2.82213646437508,,,10.978,3.15053646437508,2.688161888538590,6700.0,4.197,0.07,1.334,1.524,F4,0.61784,0.7,0.65,-0.65,1.45,367.69921875,365.004150390625,371.1424865722660,1.209257960319520,LO,0.15338639914989500,2.7325321,17.900773,2.2344,SuperWASP,2016,WASP
HAT-P-19 b,HAT-P-19,365426679516816512,365426679516816512,267650535,,9.5165832,34.7114025,12.826,6.30941003326129,11.095,4.57841003326129,10.546,4.02941003326129,11.9475,5.43091003326129,,,12.5567,6.04011003326129,4.956683121795940,4962.0,4.5687,0.166,0.807,0.773,K1,-0.48545,7.2,4.0,-4.0,35.5,201.0564422607420,200.5793914794920,201.60675048828100,1.0040255784988400,LO,0.04828178137540820,4.00878322,11.29865255,2.8368,HATNet,2010,HAT
HAT-P-16 b,HAT-P-16,381592313648387200,381592313648387200,191284318,,9.5730343,42.4630961,10.911,4.18781421680347,9.85,3.12681421680347,9.553001,2.82981521680347,10.374,3.65081421680347,,,10.7568,4.03361421680347,4.495829047019430,6158.0,4.34,0.17,1.218,1.237,F8,0.29447,2.0,0.8,-0.8,,221.12464904785200,220.24356079101600,221.86509704589800,0.8328062891960140,LO,0.052506934851408000,2.77596727,14.68376472,3.0624,HATNet,2010,HAT
K2-149 b,K2-149,2557342829345854208,2557342829345854208,429035886,,9.8217519,7.2769939,14.543,9.09086340767913,11.452,5.99986340767913,10.561,5.10886340767913,12.7422,7.29006340767913,13.787,8.33486340767913,13.7795,8.32736340767913,8.070432485734580,3745.0,4.707,0.11,0.595,0.568,M1.0 V,-1.3098,,,,,123.14798736572300,122.8631591796880,123.49095153808600,1.066493272781370,LO,0.0,11.332,1.64,,K2,2018,K2
TOI-1470 b,TOI-1470,427224073427887360,427224073427887360,284441182,,10.0891431,61.2133868,13.459,9.89128850836159,10.154,6.58628850836159,9.283,5.71528850836159,11.4752,7.90748850836159,,,12.5555,8.98778850836159,19.327731537855100,3709.0,4.77,0.0,0.471,0.469,M1.5 V,-1.42481,1.3,0.7,-0.7,29.0,51.70616149902340,51.67482376098630,51.73661422729490,1.1472824811935400,LO,0.08127167820930480,2.527093,2.18,1.28,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-1470 c,TOI-1470,427224073427887360,427224073427887360,284441182,,10.0891431,61.2133868,13.459,9.89128850836159,10.154,6.58628850836159,9.283,5.71528850836159,11.4752,7.90748850836159,,,12.5555,8.98778850836159,19.327731537855100,3709.0,4.77,0.0,0.471,0.469,M1.5 V,-1.42481,1.3,0.7,-0.7,29.0,51.70616149902340,51.67482376098630,51.73661422729490,1.1472824811935400,LO,0.08127167820930480,18.08816,2.47,2.7,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-244 b,TOI-244,5001098681543159040,5001098681543159040,118327550,,10.5697537,-36.7179743,12.861,11.1421979955564,8.827,7.10819799555636,7.97,6.25119799555636,10.3475,8.62869799555636,,,11.553,9.83419799555636,45.299806632804000,3433.0,4.66,-0.39,0.428,0.426,M2.5 V,-1.64264,7.0,4.0,-4.0,53.3,22.067869186401400,22.052936553955100,22.079893112182600,1.2530696392059300,LO,0.19041955471038800,7.397225,1.52,1.7,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
LHS 1140 c,LHS 1140,2371032916186181760,2371032916186181760,92226327,,11.248632,-15.2741085,14.15,13.275563107012,9.612001,8.73756410701197,8.821,7.94656310701197,11.2991,10.424663107012,,,12.6706,11.796163107012,66.82874472085790,3096.0,5.041,-0.15,0.1844,0.2159,M4.5 V,-2.42022,5.0,,,131.0,14.958477020263700,14.94841194152830,14.969322204589800,1.529971957206730,HI,0.28028401732444800,3.77794,1.272,1.13,Multiple Observatories,2018,Other
LHS 1140 b,LHS 1140,2371032916186181760,2371032916186181760,92226327,,11.248632,-15.2741085,14.15,13.275563107012,9.612001,8.73756410701197,8.821,7.94656310701197,11.2991,10.424663107012,,,12.6706,11.796163107012,66.82874472085790,3096.0,5.041,-0.15,0.1844,0.2159,M4.5 V,-2.42022,5.0,,,131.0,14.958477020263700,14.94841194152830,14.969322204589800,1.529971957206730,HI,0.28028401732444800,24.73723,1.73,2.15,MEarth Project,2017,Other
K2-206 b,K2-206,2549096011101118080,2549096011101118080,257392778,,11.2564264,0.5931866,13.084,6.13377814889928,11.439,4.48877814889928,10.918,3.96777814889928,12.2619,5.31167814889928,12.826,5.87577814889928,12.8274,5.87717814889928,4.04945665309037,5043.0,4.46,-0.14,0.789481,0.758046,,-0.43502,,,,,245.4959716796880,244.28924560546900,246.60403442382800,0.9625139832496640,LO,0.0602080374956131,18.294549,2.79522879,,K2,2018,K2
K2-217 b,K2-217,2556248536102683008,2556248536102683008,405333767,,11.2983678,6.4815879,12.264,4.3699754949539,11.009,3.1149754949539,10.679,2.7849754949539,11.601,3.7069754949539,12.062,4.1679754949539,12.0279,4.1338754949539,2.600908579618540,5967.0,4.17,0.04,1.102661,1.333718,,0.23239,,,,,379.1446228027340,376.0851135253910,382.01068115234400,1.3036037683486900,LO,0.11622012406587600,14.074524,3.57854073,5.688,K2,2018,K2
K2-216 b,K2-216,2556231154370582400,2556231154370582400,418761354,,11.4802354,6.3470302,12.403,7.10278734426874,10.394,5.09378734426874,9.721,4.42078734426874,11.375,6.07478734426874,12.1,6.79978734426874,12.0576,6.75738734426874,8.688432016758570,4503.0,4.57,0.0,0.7,0.72,K5 V,-0.72125,,,,,114.82660675048800,114.58148956298800,115.12212371826200,1.5965384244918800,HI,0.14034919440746300,2.1748,1.75,1.84,K2,2018,K2
K2-207 b,K2-207,2549087623029238400,2549087623029238400,257571543,,11.6996481,0.6406182,13.175,5.37390748794396,11.78,3.97890748794396,11.383,3.58190748794396,12.4815,4.68040748794396,12.971,5.16990748794396,12.9687,5.16760748794396,2.7223636878486800,5522.0,4.41,0.11,0.941851,0.928158,,-0.17314,,,,,363.2607727050780,360.919921875,366.0478210449220,0.9504335522651670,LO,0.08172785490751270,12.48749,2.60585269,4.296,K2,2018,K2
HD 5278 b,HD 5278,4617759514501503616,4617759514501503616,263003176,HD 5278,12.5467785,-83.7437671,7.94,4.14579450651513,6.949,3.15479450651513,6.605,2.81079450651513,7.4371,3.64289450651513,,,7.80375,4.00954450651513,17.41769981933760,6203.0,4.5,-0.12,1.126,1.194,F V,0.28035,3.0,1.1,-1.1,16.8,57.39064407348630,57.3233528137207,57.43838882446290,1.0134053230285600,LO,0.1380346119403840,14.339156,2.45,4.8,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
K2-385 b,K2-385,2552976943549668352,2552976943549668352,257429687,,12.6140752,5.8712567,14.645,6.62512968807546,12.816,4.79612968807546,12.237,4.21712968807546,13.7196,5.69972968807546,14.339,6.31912968807546,14.3355,6.31562968807546,2.444978282061800,4844.0,4.64,-0.224,0.927,0.761,,-0.51852,,,,,401.7668151855470,398.1507263183590,405.4154968261720,0.9574877023696900,LO,0.0,2.380867,1.539,1.92,K2,2022,K2
K2-220 b,K2-220,2581918597853527424,2581918597853527424,266012991,,12.7700071,9.5167694,11.873,5.05098068056762,10.582,3.75998068056762,10.161,3.33898068056762,11.2429,4.42088068056762,11.752,4.92998068056762,11.7214,4.89938068056762,4.275728634227820,5612.0,4.45,-0.05,0.91,1.026,,-0.06106,,,,,231.4215850830080,230.21925354003900,232.39334106445300,1.3119486570358300,LO,0.15598680078983300,13.68186,2.37,3.12,K2,2018,K2
K2-203 b,K2-203,2535901287452166400,2535901287452166400,333605244,,12.7736909,-1.1958844,12.391,6.25839241521202,10.773,4.64039241521202,10.206,4.07339241521202,11.5474,5.41479241521202,12.114,5.98139241521202,12.1219,5.98929241521202,5.914703053382890,5026.0,4.57,-0.021,0.793,0.765,,-0.47237,6.9,4.6,-4.5,,168.46958923339800,167.9771728515630,168.95474243164100,1.0984770059585600,LO,0.08221863210201260,9.6952,1.26549392,3.1032,K2,2018,K2
K2-218 b,K2-218,2556472119215785728,2556472119215785728,266014458,,12.809613,6.8464327,12.92,4.99136950296523,11.563,3.63436950296523,11.206,3.27736950296523,12.2418,4.31316950296523,12.713,4.78436950296523,12.7137,4.78506950296523,2.570287547096240,5757.0,4.45,0.25,1.047488,1.008231,,-0.00284,,,,,385.2353210449220,382.5229187011720,388.0865783691410,1.0479463338851900,LO,0.07224193960428240,8.679885,2.56948149,3.84,K2,2018,K2
TOI-4638.01,TOI-4638,2775311010868306048,2775311010868306048,58824746,,12.8206627,12.7879858,11.657,5.50745749782938,10.103,3.95345749782938,9.696,3.54645749782938,10.7434,4.59385749782938,,,11.2097,5.06015749782938,5.852933062181820,5700.0,4.54131,,1.02,0.895,,-0.11858,,,,,169.78858947753900,169.22860717773400,170.40956115722700,0.9738500118255620,LO,0.1285601556301120,10.283918787,2.933,3.7225,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-3980 b,TOI-3980,426758571995216768,426758571995216768,312548829,,12.8419374,59.5758606,12.549,4.07671740605174,11.133,2.66071740605174,10.741,2.26871740605174,11.863,3.39071740605174,,,12.3751,3.90281740605174,2.006678602863680,5840.0,4.106,0.188,1.24,1.626,,0.44248,4.7,3.1,-1.3,,494.83056640625,491.84100341796900,497.8031921386720,0.9267944097518920,LO,0.036273326724767700,3.6089254,14.4595851,2.359,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
